memberid,status,signupdate,milesflown,customerid
43586967,Gold,2023-03-07,9523,39681
43586968,Silver,2023-07-27,505,21518
43586969,None,2022-03-19,490,20649
43586970,Silver,2023-10-21,8806,7443
43586971,None,2022-09-18,9471,5161
43586972,None,2020-08-21,2371,22224
43586973,Silver,2020-04-26,8217,32391
43586974,Silver,2023-11-21,1211,4359
43586975,Silver,2022-01-03,5305,9939
43586976,Silver,2023-12-23,3261,36469
43586977,Gold,2021-09-28,5776,30258
43586978,Silver,2021-03-15,1406,25108
43586979,None,2020-05-07,3192,49919
43586980,Gold,2023-10-28,5025,47450
43586981,Silver,2022-03-04,6056,31760
43586982,None,2023-12-09,4305,27488
43586983,Silver,2024-02-09,3646,14019
43586984,Gold,2020-05-02,9483,34940
43586985,Silver,2021-07-20,4040,26453
43586986,Silver,2020-04-14,6804,13136
43586987,Gold,2021-01-08,658,34034
43586988,None,2023-06-16,4149,1379
43586989,Gold,2021-12-19,5112,32306
43586990,Gold,2022-03-23,2252,43125
43586991,Silver,2022-01-19,2384,17497
43586992,Gold,2021-11-12,6252,39424
43586993,Silver,2022-05-08,4306,48486
43586994,Gold,2020-09-16,5012,30510
43586995,None,2021-07-27,7271,40378
43586996,Gold,2021-01-21,2344,45274
43586997,Gold,2022-04-10,709,15688
43586998,Gold,2021-01-21,9732,28753
43586999,None,2024-01-07,2205,18729
43587000,Silver,2022-10-05,848,561
43587001,None,2023-09-12,1796,47779
43587002,Gold,2023-08-31,2615,15917
43587003,Gold,2022-07-09,1812,17861
43587004,Silver,2023-07-04,555,16300
43587005,None,2023-10-09,4686,5887
43587006,Gold,2021-04-15,9489,15091
43587007,None,2023-08-15,4886,47378
43587008,Gold,2023-07-25,1895,34316
43587009,None,2023-07-04,3470,8633
43587010,Silver,2020-06-10,3093,38956
43587011,Silver,2021-12-06,4411,1753
43587012,Silver,2023-08-08,5708,30394
43587013,None,2022-06-21,4853,35807
43587014,Silver,2021-12-05,786,28314
43587015,Gold,2020-09-15,8248,12540
43587016,Gold,2020-06-21,2160,42805
43587017,Gold,2022-11-16,7013,33692
43587018,Gold,2020-01-13,2131,14678
43587019,Silver,2023-11-03,3216,13137
43587020,None,2022-12-08,3884,31929
43587021,Silver,2021-07-27,2831,17212
43587022,Silver,2023-11-24,9366,26942
43587023,Gold,2021-10-04,485,29167
43587024,Silver,2023-06-30,3362,21495
43587025,Gold,2021-07-12,4966,16313
43587026,Silver,2020-01-31,7360,46537
43587027,Gold,2023-12-23,2821,47446
43587028,Gold,2020-02-24,226,21069
43587029,Gold,2021-10-24,9146,27844
43587030,Gold,2022-03-02,1285,14889
43587031,Silver,2023-06-24,3032,29378
43587032,Silver,2020-06-20,9549,44733
43587033,Gold,2024-01-05,1458,49528
43587034,Gold,2023-12-05,6220,15761
43587035,Gold,2023-07-19,8043,38657
43587036,Gold,2020-10-19,8158,47694
43587037,Silver,2020-01-13,9503,20617
43587038,Gold,2021-09-07,8112,37333
43587039,None,2023-09-11,2166,1885
43587040,Silver,2022-01-15,5119,15031
43587041,Silver,2022-12-09,1738,37976
43587042,Silver,2021-10-13,3947,16387
43587043,None,2021-02-09,7637,16457
43587044,Silver,2021-09-10,7196,25006
43587045,Silver,2020-02-02,6252,48626
43587046,Gold,2022-05-24,8095,43727
43587047,None,2020-12-27,9803,40323
43587048,None,2021-03-11,5631,33139
43587049,Silver,2022-02-02,3599,27857
43587050,Gold,2021-02-11,6304,14002
43587051,Gold,2022-07-22,7998,19514
43587052,Silver,2021-01-04,8225,841
43587053,None,2022-12-17,3202,29409
43587054,None,2023-11-15,3279,15284
43587055,Gold,2020-08-22,1995,18388
43587056,Silver,2023-10-06,6991,37503
43587057,None,2022-12-09,3800,3653
43587058,Silver,2023-08-26,5456,12567
43587059,None,2022-01-23,5378,4383
43587060,None,2023-12-18,5939,45930
43587061,None,2023-01-20,1714,35851
43587062,Gold,2023-04-16,3594,48314
43587063,Gold,2021-12-20,4865,36438
43587064,Gold,2023-09-02,6830,1677
43587065,Silver,2022-01-23,7717,23611
43587066,Gold,2020-01-23,5318,36119
43587067,Gold,2022-02-04,3277,19083
43587068,Gold,2023-02-07,9903,16959
43587069,None,2023-10-07,7561,41309
43587070,Silver,2020-01-08,5527,23798
43587071,None,2023-12-26,7899,32156
43587072,None,2022-09-20,8223,24884
43587073,Gold,2023-08-18,236,29513
43587074,None,2022-02-09,1411,18989
43587075,Gold,2022-08-03,3713,29514
43587076,Gold,2023-07-18,1350,44091
43587077,None,2023-12-07,2673,1318
43587078,Silver,2022-07-04,5673,6818
43587079,Silver,2020-04-16,8752,11717
43587080,Gold,2022-10-31,6660,3715
43587081,Silver,2021-06-07,486,45188
43587082,Silver,2023-11-21,4190,1262
43587083,Gold,2020-08-02,7500,622
43587084,Gold,2022-02-28,5731,39871
43587085,None,2024-04-11,4765,9236
43587086,Gold,2020-04-01,6377,44255
43587087,None,2023-03-01,5407,3250
43587088,None,2020-06-14,7584,37277
43587089,Gold,2021-01-09,9134,32212
43587090,Gold,2021-03-02,6978,34652
43587091,None,2021-10-29,9244,17516
43587092,Gold,2021-03-21,9172,27604
43587093,Gold,2020-02-06,9414,12954
43587094,None,2023-03-21,420,8084
43587095,None,2021-03-04,5793,49815
43587096,Gold,2023-11-11,942,13008
43587097,None,2023-04-17,1087,6601
43587098,Gold,2020-12-13,3981,11058
43587099,None,2021-10-11,2158,20254
43587100,Silver,2021-11-20,7781,25750
43587101,Silver,2020-03-30,1772,39835
43587102,Gold,2024-03-13,2510,34037
43587103,Silver,2020-05-27,5360,857
43587104,Silver,2020-12-29,7720,39126
43587105,None,2022-02-26,9631,8424
43587106,Silver,2022-06-12,9801,26596
43587107,Silver,2023-09-09,4791,7625
43587108,Silver,2020-10-19,8283,30582
43587109,Gold,2023-11-11,9680,14773
43587110,Silver,2023-09-20,2479,5035
43587111,Gold,2021-06-02,4719,1764
43587112,None,2020-12-25,50,34381
43587113,Silver,2023-06-22,615,1593
43587114,Gold,2021-03-05,9186,13128
43587115,Silver,2022-09-21,4464,45185
43587116,None,2021-01-18,6971,43468
43587117,Gold,2023-09-29,7351,825
43587118,Gold,2020-02-13,7268,8199
43587119,Gold,2022-07-31,8889,47553
43587120,Gold,2023-10-07,9905,49508
43587121,Gold,2021-12-19,5600,27073
43587122,None,2023-09-12,6481,2155
43587123,Gold,2021-02-13,3163,1558
43587124,Gold,2022-02-27,9664,16315
43587125,Silver,2023-06-16,446,22815
43587126,Silver,2023-01-23,4583,48013
43587127,None,2020-10-23,4203,3818
43587128,Silver,2021-03-25,8275,46548
43587129,None,2022-11-17,5905,47839
43587130,Gold,2020-04-28,6388,789
43587131,None,2023-08-16,7591,40373
43587132,Gold,2021-03-29,5395,20200
43587133,Silver,2022-07-27,2011,44737
43587134,None,2021-07-25,1434,27569
43587135,Gold,2023-05-07,9042,26234
43587136,None,2021-09-01,5921,41379
43587137,Gold,2020-01-27,8638,1002
43587138,Gold,2020-08-22,6306,22253
43587139,None,2022-03-23,1872,10722
43587140,Silver,2023-05-17,5344,40969
43587141,Gold,2020-05-26,7439,35460
43587142,None,2020-06-02,11,45143
43587143,Silver,2023-02-22,8833,4122
43587144,Gold,2021-05-14,5417,41788
43587145,Gold,2022-11-02,3800,45598
43587146,Gold,2022-12-16,2946,6272
43587147,Silver,2024-04-22,4802,15963
43587148,Silver,2022-10-15,9069,35353
43587149,None,2023-12-09,4335,18164
43587150,Gold,2022-12-06,4957,36356
43587151,Gold,2020-09-14,2035,4967
43587152,None,2022-04-07,3173,17070
43587153,Gold,2021-05-30,3006,31956
43587154,Silver,2021-08-27,4958,14336
43587155,Silver,2021-11-01,8297,436
43587156,Silver,2020-06-24,8537,2405
43587157,Silver,2020-04-03,3505,7794
43587158,Gold,2023-04-21,2943,43484
43587159,Gold,2024-04-09,177,47523
43587160,Gold,2023-03-11,2273,11894
43587161,Gold,2023-01-25,2258,18003
43587162,None,2022-09-15,2303,28488
43587163,None,2023-01-07,8942,49645
43587164,Gold,2023-04-30,5163,45193
43587165,Gold,2020-11-18,9939,2578
43587166,Silver,2022-10-12,469,21268
43587167,None,2020-01-04,8656,11484
43587168,None,2024-02-11,1613,11987
43587169,Silver,2021-04-03,1378,15282
43587170,Silver,2024-05-01,6754,6234
43587171,Silver,2024-01-03,2920,18063
43587172,Silver,2021-10-19,6294,4518
43587173,Silver,2021-06-23,3526,3045
43587174,None,2022-07-07,4601,40928
43587175,Gold,2020-02-23,1047,14216
43587176,Silver,2022-06-06,536,24329
43587177,None,2021-08-21,2361,33773
43587178,None,2023-06-24,1667,36202
43587179,Gold,2022-06-29,2622,5848
43587180,Silver,2023-12-18,159,29227
43587181,None,2021-05-09,2125,16534
43587182,Gold,2022-11-16,4629,38498
43587183,None,2021-07-09,2157,38411
43587184,Silver,2024-03-29,2534,6467
43587185,Silver,2023-04-29,9136,5675
43587186,Gold,2020-09-10,2499,30851
43587187,None,2023-11-18,2422,46085
43587188,Silver,2022-04-04,5454,41648
43587189,Silver,2024-01-11,8278,43326
43587190,Gold,2021-07-02,2397,33767
43587191,Silver,2024-03-01,3054,20747
43587192,Silver,2024-01-21,8794,34169
43587193,None,2020-10-28,6722,22109
43587194,Silver,2024-01-09,2047,20302
43587195,Silver,2023-10-29,8268,6935
43587196,Silver,2021-03-13,9492,14588
43587197,Silver,2021-11-23,6439,14815
43587198,Gold,2023-08-09,8193,19320
43587199,Silver,2022-10-24,3475,15508
43587200,None,2023-12-31,9537,30889
43587201,None,2020-04-17,7265,43910
43587202,Silver,2022-03-12,1379,27504
43587203,Silver,2023-08-12,887,22382
43587204,None,2024-03-02,5122,47855
43587205,None,2023-02-13,4975,46587
43587206,None,2021-12-01,3950,9185
43587207,Silver,2023-07-26,3745,33557
43587208,None,2020-01-29,9439,22104
43587209,None,2021-11-25,4967,12902
43587210,Silver,2022-01-01,4952,24434
43587211,None,2023-02-26,740,33928
43587212,None,2021-05-11,6440,35382
43587213,Gold,2020-02-28,6764,16961
43587214,Gold,2021-03-02,735,14642
43587215,Silver,2020-04-08,544,18391
43587216,None,2022-03-06,7690,7762
43587217,Gold,2023-06-21,1350,27993
43587218,Silver,2022-12-28,6144,33054
43587219,Gold,2021-08-14,7267,40034
43587220,Silver,2020-10-26,6161,14130
43587221,None,2021-09-06,5092,27112
43587222,Silver,2023-09-06,7328,39357
43587223,None,2022-10-15,4744,18373
43587224,Silver,2022-03-17,2880,49798
43587225,Silver,2022-08-12,1976,17659
43587226,None,2022-02-17,7890,13078
43587227,Gold,2020-08-11,2294,5453
43587228,Silver,2021-05-03,582,16717
43587229,Gold,2021-02-01,813,1769
43587230,Silver,2023-01-15,6857,10812
43587231,Silver,2020-12-22,1153,37747
43587232,Silver,2020-11-04,1450,39535
43587233,None,2024-04-23,2833,38150
43587234,None,2022-06-16,6454,39403
43587235,Silver,2021-02-08,2307,27432
43587236,Silver,2023-09-19,5432,15131
43587237,Silver,2022-08-31,4064,4875
43587238,Gold,2022-07-05,5501,9365
43587239,None,2023-01-06,1788,7707
43587240,Silver,2021-12-20,2363,46686
43587241,Silver,2021-06-05,4491,49606
43587242,Gold,2020-01-16,7884,49217
43587243,Gold,2020-07-05,8855,34948
43587244,None,2022-09-12,1099,4257
43587245,Gold,2022-12-16,113,45306
43587246,Silver,2023-11-17,6833,14060
43587247,None,2021-07-05,6827,42931
43587248,None,2022-08-12,1492,15325
43587249,Gold,2022-07-23,730,28018
43587250,Gold,2022-03-01,2943,13231
43587251,Silver,2023-10-15,4574,5628
43587252,Silver,2021-07-17,8064,37558
43587253,None,2021-02-19,3732,48723
43587254,Gold,2020-04-27,8467,5065
43587255,None,2023-08-08,1489,1274
43587256,None,2020-06-11,7546,35080
43587257,Silver,2023-07-23,4232,2080
43587258,Gold,2021-09-25,827,32144
43587259,Silver,2023-10-23,5772,19286
43587260,Silver,2023-05-09,783,16111
43587261,None,2020-10-09,5051,22976
43587262,Silver,2021-09-24,5135,47333
43587263,Gold,2024-03-27,5210,35804
43587264,Silver,2022-02-07,1708,13246
43587265,None,2020-09-04,6554,25209
43587266,Silver,2021-01-30,618,25524
43587267,None,2022-06-09,4725,46282
43587268,Gold,2023-06-29,3643,2549
43587269,Silver,2022-11-22,1513,42793
43587270,Silver,2020-05-26,3694,25775
43587271,None,2020-04-08,8858,3872
43587272,Gold,2022-10-26,5421,48058
43587273,Gold,2021-03-27,1203,40524
43587274,None,2022-11-07,9209,39384
43587275,Silver,2021-02-06,5914,14999
43587276,Silver,2024-02-16,1612,36159
43587277,Silver,2021-05-04,7897,46591
43587278,Gold,2020-12-14,946,15447
43587279,None,2024-01-12,5175,47477
43587280,Silver,2023-02-21,7323,15468
43587281,Gold,2022-10-31,9370,6938
43587282,None,2023-01-31,4546,18612
43587283,Silver,2020-11-03,5418,7561
43587284,None,2021-02-15,4194,31916
43587285,None,2022-10-30,7760,34115
43587286,Silver,2020-07-05,9499,14048
43587287,Gold,2020-08-05,7671,37325
43587288,Silver,2020-12-13,218,46081
43587289,Silver,2024-01-25,4669,41042
43587290,Gold,2022-10-18,941,22919
43587291,Gold,2023-03-09,1554,19918
43587292,Gold,2021-05-23,5436,31743
43587293,None,2021-04-29,9531,28613
43587294,Gold,2022-01-05,4608,3388
43587295,Gold,2023-01-03,500,17636
43587296,None,2020-11-14,3936,33460
43587297,None,2020-06-22,9224,37084
43587298,None,2022-05-24,1144,26695
43587299,Silver,2023-11-19,4310,18572
43587300,None,2023-02-27,1806,23372
43587301,Gold,2023-10-17,7440,8228
43587302,None,2020-08-25,3269,31858
43587303,Silver,2020-04-06,7924,27931
43587304,Silver,2022-03-22,4912,13610
43587305,None,2021-12-19,1611,35367
43587306,Silver,2021-09-30,4361,1739
43587307,Gold,2021-05-29,6586,1388
43587308,Gold,2021-03-31,2535,27948
43587309,Gold,2023-03-12,3390,4598
43587310,Silver,2024-01-20,1402,22920
43587311,Silver,2022-02-10,6053,19249
43587312,None,2021-06-28,5073,48302
43587313,None,2020-06-13,8133,16103
43587314,Silver,2021-07-15,4574,43998
43587315,Silver,2021-11-25,825,46324
43587316,None,2020-10-23,6865,24217
43587317,Silver,2020-02-01,8548,18341
43587318,Gold,2023-03-04,6198,28182
43587319,Gold,2021-10-05,3536,28172
43587320,Gold,2022-07-16,3298,14475
43587321,Silver,2022-08-21,9801,25940
43587322,Silver,2022-01-07,9953,13744
43587323,Gold,2021-01-06,1269,10183
43587324,None,2021-04-23,2891,6810
43587325,None,2022-02-02,9465,8171
43587326,None,2021-05-06,2937,24132
43587327,Gold,2023-01-24,2690,47299
43587328,Gold,2022-11-24,1680,9784
43587329,None,2023-11-15,8299,40419
43587330,None,2023-11-11,2938,29117
43587331,Silver,2021-02-10,8850,48903
43587332,Silver,2023-05-23,6910,48125
43587333,None,2020-07-23,7599,44168
43587334,Gold,2022-09-29,8466,19827
43587335,Silver,2021-03-21,5566,24286
43587336,Silver,2021-06-27,7361,48594
43587337,Gold,2021-09-26,1912,43288
43587338,None,2021-09-24,618,13154
43587339,Silver,2022-03-07,9755,31476
43587340,Gold,2023-09-16,6259,12345
43587341,Silver,2021-04-04,3217,3198
43587342,Gold,2024-03-13,3384,16323
43587343,None,2023-08-28,5652,4747
43587344,Silver,2020-05-17,3459,8007
43587345,Silver,2022-08-05,995,49021
43587346,Gold,2020-05-25,9191,1376
43587347,None,2023-02-12,2650,14208
43587348,None,2020-06-08,5539,13511
43587349,Silver,2023-07-30,1512,43138
43587350,None,2023-01-09,4338,46030
43587351,Gold,2021-12-01,7821,38716
43587352,Silver,2022-04-29,6221,1683
43587353,None,2023-08-30,8464,43399
43587354,Silver,2021-02-12,4898,24228
43587355,Silver,2023-11-09,9785,22
43587356,Silver,2022-04-04,9592,8036
43587357,Gold,2021-10-12,7529,22833
43587358,Silver,2021-07-22,7095,47574
43587359,Silver,2021-09-11,8123,5271
43587360,None,2022-12-18,4795,9370
43587361,None,2020-03-28,3807,14998
43587362,None,2020-03-08,1256,12327
43587363,None,2020-07-31,5543,46407
43587364,Gold,2023-06-08,1101,2010
43587365,Silver,2022-01-04,2572,26916
43587366,Gold,2021-04-21,4076,44823
43587367,None,2021-09-11,7490,45196
43587368,None,2020-04-19,2507,21121
43587369,None,2022-08-05,1960,44578
43587370,None,2020-05-24,4815,22034
43587371,Gold,2023-07-20,6349,12173
43587372,None,2020-07-14,1253,228
43587373,None,2022-06-10,3804,30611
43587374,None,2021-02-01,7604,17587
43587375,None,2020-02-17,1426,18650
43587376,Silver,2020-03-06,6102,40947
43587377,None,2020-09-16,5086,14169
43587378,None,2021-09-23,8468,48285
43587379,None,2020-03-03,3107,20845
43587380,None,2020-07-01,1823,44083
43587381,Gold,2022-09-05,3110,11941
43587382,Silver,2024-02-03,9737,24309
43587383,Gold,2020-09-26,8515,49709
43587384,Silver,2022-07-04,6200,49477
43587385,Gold,2023-11-02,4764,43172
43587386,Gold,2022-06-29,1449,30760
43587387,Gold,2022-09-01,5250,49885
43587388,Gold,2021-08-05,4174,10034
43587389,Gold,2023-10-12,8283,1154
43587390,None,2023-05-21,3477,31074
43587391,Gold,2021-08-16,1615,40025
43587392,Gold,2020-07-20,7431,38388
43587393,Gold,2021-11-17,3249,35522
43587394,Silver,2022-01-08,9247,37842
43587395,Gold,2023-03-27,6166,47660
43587396,Gold,2021-03-06,4738,1728
43587397,None,2021-12-24,8791,38226
43587398,Gold,2020-02-06,1899,47272
43587399,Silver,2024-05-13,4936,29626
43587400,Silver,2022-09-22,9062,1373
43587401,Gold,2020-02-05,1701,20998
43587402,Gold,2022-10-09,3218,11141
43587403,Silver,2021-09-14,8439,41812
43587404,Gold,2023-08-24,2948,23431
43587405,None,2021-04-24,5837,39282
43587406,Silver,2022-10-19,527,2586
43587407,Silver,2022-02-02,8247,4138
43587408,Gold,2022-02-24,6552,42862
43587409,Silver,2021-09-18,3823,20943
43587410,Silver,2023-03-10,587,4511
43587411,Silver,2023-01-25,9186,7840
43587412,None,2022-09-12,3829,43067
43587413,Gold,2023-06-27,8246,34328
43587414,Gold,2021-10-05,5752,30863
43587415,Gold,2021-12-08,2793,19438
43587416,Gold,2020-09-11,749,30528
43587417,None,2021-07-23,5272,17290
43587418,Silver,2020-09-12,2037,899
43587419,Silver,2020-07-20,9085,1349
43587420,Gold,2021-07-25,5326,35061
43587421,Silver,2020-10-26,987,28989
43587422,Gold,2020-06-16,2133,24567
43587423,Gold,2020-10-03,5951,9170
43587424,Gold,2023-06-05,9701,33487
43587425,None,2020-04-21,4523,667
43587426,None,2020-05-31,3109,47461
43587427,None,2023-06-06,8093,9718
43587428,None,2024-04-11,976,35305
43587429,Gold,2021-11-15,375,3491
43587430,None,2022-04-29,6876,9240
43587431,None,2021-09-30,5872,15349
43587432,Silver,2020-01-13,872,14792
43587433,Silver,2020-09-25,712,14957
43587434,Gold,2022-02-11,5025,38668
43587435,None,2020-04-03,1503,17077
43587436,None,2022-01-03,8175,17023
43587437,Gold,2020-04-01,1892,5150
43587438,Gold,2022-08-30,2344,32265
43587439,None,2024-05-07,6800,7497
43587440,Silver,2021-09-01,532,6625
43587441,Silver,2020-10-07,699,29621
43587442,Silver,2020-06-13,7064,10915
43587443,Silver,2021-11-09,6084,34359
43587444,Gold,2021-09-03,9557,14351
43587445,Gold,2021-05-15,2142,351
43587446,Silver,2023-05-03,7549,24530
43587447,None,2020-06-07,9686,24010
43587448,Gold,2024-01-15,7824,2892
43587449,None,2020-12-15,7796,33019
43587450,Gold,2022-10-24,6705,14520
43587451,Silver,2021-04-08,3156,49214
43587452,None,2020-02-11,435,16452
43587453,None,2020-10-13,5489,6389
43587454,Gold,2023-04-03,2209,40114
43587455,Gold,2020-02-06,9905,6314
43587456,None,2020-09-13,4779,16849
43587457,Gold,2023-07-11,9131,39748
43587458,Gold,2023-01-10,9843,31577
43587459,Gold,2024-04-11,2804,1761
43587460,Gold,2024-01-04,7093,27740
43587461,None,2022-03-19,3369,8647
43587462,None,2020-03-17,8935,14703
43587463,Silver,2023-09-13,4420,49685
43587464,Gold,2020-11-11,8548,32767
43587465,Silver,2020-01-13,1418,5786
43587466,None,2023-08-16,422,3446
43587467,None,2023-06-01,6812,12991
43587468,Gold,2021-02-13,5774,17513
43587469,None,2024-05-08,805,42662
43587470,Gold,2020-08-17,860,34517
43587471,None,2020-06-18,1949,32623
43587472,Gold,2023-01-01,6425,26360
43587473,Gold,2020-10-25,3610,33667
43587474,Silver,2023-03-24,5789,32367
43587475,None,2022-07-17,8304,39239
43587476,None,2022-11-09,6217,6574
43587477,None,2021-07-25,7585,44159
43587478,None,2022-05-14,6422,33831
43587479,Silver,2022-12-12,2197,21701
43587480,Gold,2021-05-26,3970,34102
43587481,None,2022-06-22,8921,26341
43587482,Silver,2024-02-04,5840,48618
43587483,Silver,2022-09-13,5523,44433
43587484,Silver,2020-07-11,895,27682
43587485,Silver,2023-01-23,8982,35180
43587486,Gold,2020-04-01,3749,8341
43587487,Silver,2020-05-30,2188,44789
43587488,Gold,2024-03-15,5891,36073
43587489,None,2022-01-06,5674,17186
43587490,None,2023-04-13,817,20771
43587491,Silver,2022-04-25,5047,39722
43587492,Silver,2020-09-11,2100,37809
43587493,Gold,2023-08-16,7631,31089
43587494,None,2020-08-05,6659,14395
43587495,Gold,2022-09-13,3328,10307
43587496,Silver,2023-08-09,5297,29316
43587497,Silver,2023-10-21,9968,8581
43587498,Silver,2023-09-13,5324,46510
43587499,Gold,2023-01-27,9185,32728
43587500,Silver,2021-04-22,3726,37872
43587501,Silver,2021-12-27,2977,37343
43587502,Gold,2023-10-16,7251,15542
43587503,None,2022-09-16,4035,16125
43587504,Gold,2022-06-07,3734,32594
43587505,Gold,2022-09-25,6432,12528
43587506,Silver,2021-03-15,9971,46439
43587507,Gold,2022-02-07,2466,4729
43587508,Silver,2020-09-23,9919,32688
43587509,Gold,2022-03-25,265,40503
43587510,Gold,2023-01-19,459,35066
43587511,Gold,2022-01-16,5804,28313
43587512,None,2023-09-09,7448,49181
43587513,Silver,2022-09-26,1291,14283
